322	-1695.655975	-15822.20093	2175
320	-424.0306091	-11076.42944	5520
318	-12668.32764	1565.627289	4025
316	-14424.42871	-3093.427429	2175
314	-9678.658447	-1821.801605	5520
312	-10574.07227	-6250.235596	4025
310	-9765.375366	-11163.14575	2175
309	-8089.900513	-9487.672119	4025
217	-17002.54883	1824.290466	-1.819E-12
231	8856.266479	-1836.622162	7590
230	6365.647583	7458.496094	7590
254	20351.22681	-3093.427429	2175
253	18062.48413	-2480.16098	4025
251	18552.89917	-7434.974976	2175
249	14297.95654	-4978.382874	5520
307	-6037.203979	-14023.87207	2175
247	14016.698	-9487.672119	4025
19	20283.90625	-8434.373169	0
244	10779.26147	-11971.84448	4025
305	-3580.611877	-9768.930664	5520
241	7009.186401	-13533.46069	4025
303	-12135.68848	5611.415405	4025
239	2963.398132	-16435.57617	2175
301	-12626.10229	10566.22925	2175
237	2963.398132	-11522.39258	5520
299	-8371.159058	8109.637451	5520
297	-8089.900513	12618.92578	4025
235	2963.398132	11576.32568	6735
295	-6037.203979	17155.12695	2175
293	-3580.611877	12900.18433	5520
291	-1082.389908	16664.71558	4025
289	-5696.856079	-3434.372864	6735
287	-5706.120605	6570.975952	6735
285	-438.8510895	-4327.241821	7590
284	-2041.950836	-7103.891602	6735
282	-2041.950836	10235.14587	6735
281	-438.8510895	7458.496094	7590
234	11623.65234	6565.626831	6735
233	8856.266479	4967.876587	7590
280	-6.680657864	3291.29364	8012.155151
279	-6.680657864	-138.258028	8012.155151
227	2963.398132	-5238.87146	7590
278	-7047.299805	1565.627289	6735
277	-3841.100464	1565.627289	7590
276	2963.398132	-8445.071411	6735
179	-2212.982635	20884.14551	0
178	-7036.601563	18886.13525	0
177	-14357.10938	11565.62744	0
176	-16355.11841	6742.008667	0
174	-14357.10938	-8434.373169	0
173	-11178.73779	-12576.50879	0
172	-7036.601563	-15754.88159	0
171	-2212.982635	-17752.8894	0
272	2963.398132	19566.82983	2175
271	2963.398132	17197.35229	4025
270	2963.398132	14653.64746	5520
269	20964.60205	1565.627289	2175
268	18595.12329	1565.627289	4025
225	7968.746948	-7103.891602	6735
224	6365.647583	-4327.241821	7590
267	16051.41846	1565.627289	5520
266	20351.22681	6224.682007	2175
321	-1082.389908	-13533.46069	4025
265	18062.48413	5611.415405	4025
264	15605.45532	4953.056335	5520
263	18552.89917	10566.22925	2175
262	16500.86914	9381.489258	4025
261	14297.95654	8109.637451	5520
155	22929.34326	1306.963959	-1.819E-12
223	5933.477173	-160.0393486	8012.155151
222	2963.398132	4984.288025	8012.155151
319	-15037.8064	1565.627289	2175
317	-10124.62219	1565.627289	5520
315	-12135.68848	-2480.16098	4025
313	-12626.10229	-7434.974976	2175
311	-8371.159058	-4978.382874	5520
232	11632.91748	-3439.721985	6735
308	-6291.229858	-7689.000854	5520
256	10779.26147	15103.09814	4025
255	9507.408447	12900.18433	5520
229	7968.746948	10235.14587	6735
86	-16355.11841	-3610.753784	0
252	15605.45532	-1821.801605	5520
250	16500.86914	-6250.235596	4025
248	15692.17163	-11163.14575	2175
90	-11178.73779	15707.76245	0
246	12218.02612	-7689.000854	5520
245	11964.00024	-14023.87207	2175
243	9507.408447	-9768.930664	5520
306	-4852.464294	-11971.84448	4025
242	7622.453003	-15822.20093	2175
304	-14424.42871	6224.682007	2175
240	6350.827026	-11076.42944	5520
221	5933.477173	3269.512634	8012.155151
220	2963.398132	1565.627289	8280
219	12974.09668	1565.627289	6735
218	9767.896729	1565.627289	7590
260	15692.17163	14294.40063	2175
259	14016.698	12618.92578	4025
258	12218.02612	10820.25513	5520
257	11964.00024	17155.12695	2175
302	-9678.658447	4953.056335	5520
238	2963.398132	-14066.09741	4025
300	-10574.07227	9381.489258	4025
298	-9765.375366	14294.40063	2175
236	2963.398132	8370.126343	7590
296	-6291.229858	10820.25513	5520
294	-4852.464294	15103.09814	4025
292	-1695.655975	18953.45581	2175
290	-424.0306091	14207.68433	5520
288	-2929.47052	-1836.622162	7590
286	-2929.47052	4967.876587	7590
112	2963.398132	-18434.37378	0
111	8139.779663	-17752.8894	0
110	12963.39844	-15754.88159	0
109	17105.53345	-12576.50879	0
108	22281.91406	-3610.753784	0
106	22281.91406	6742.008667	0
105	20283.90625	11565.62744	0
104	17105.53345	15707.76245	0
103	12963.39844	18886.13525	0
102	8139.779663	20884.14551	0
101	2963.398132	21565.62744	0
226	2963.398132	-1863.924561	8013.522339
275	7622.453003	18953.45581	2175
274	7009.186401	16664.71558	4025
273	6350.827026	14207.68433	5520
