1	1	2	9290.000153
2	2	3	9290.000153
3	3	4	9290.000153
4	4	5	9290.000153
5	5	6	7412.999725
6	6	7	7412.999725
7	7	8	17097.00012
8	8	9	17097.00012
9	9	10	16710.00061
10	10	11	16710.00061
11	11	12	10065.00015
12	12	13	10065.00015
13	13	14	16710.00061
14	14	15	16710.00061
15	16	17	3974.000168
16	17	18	3974.000168
17	18	19	4736.000061
18	1	16	7419.000244
19	2	17	3974.000168
20	3	18	7419.000244
21	4	19	3974.000168
22	19	20	4736.000061
23	20	21	7550
24	21	22	7550
25	22	23	17097.00012
26	23	24	17097.00012
27	24	25	16516.00037
28	25	26	16516.00037
29	26	27	3974.000168
30	27	28	3974.000168
31	28	29	18967.99927
118	14	32	6644.999695
114	5	20	8580.999756
34	6	21	5890.000153
35	7	22	9290.000153
36	8	23	9290.000153
37	9	24	12323.00034
38	10	25	9290.000153
39	11	26	9290.000153
40	12	27	3974.000168
41	13	28	8580.999756
42	14	29	3974.000168
43	15	32	10065.00015
44	16	2	13613.00049
45	2	18	3974.000168
46	18	4	3974.000168
47	4	20	12323.00034
48	20	6	6644.999695
49	6	22	18783.99963
50	22	8	9290.000153
51	8	24	30129.99878
52	24	10	33419.00024
53	10	26	14967.99927
54	26	12	22774.00055
55	12	28	12902.99988
56	28	14	14967.99927
120	60	32	18967.99927
58	33	34	9290.000153
59	34	35	9290.000153
60	35	36	9290.000153
61	36	37	9290.000153
62	37	38	7412.999725
63	38	39	7412.999725
64	39	40	17097.00012
65	40	41	17097.00012
66	41	42	16710.00061
67	42	43	16710.00061
68	43	44	10065.00015
69	44	45	10065.00015
70	45	46	16710.00061
71	46	15	16710.00061
72	47	48	3974.000168
73	48	49	3974.000168
74	49	50	4736.000061
75	33	47	7419.000244
76	34	48	3974.000168
77	35	49	7419.000244
78	36	50	3974.000168
79	50	51	4736.000061
80	51	52	7550
81	52	53	7550
82	53	54	17097.00012
83	54	55	17097.00012
84	55	56	16516.00037
85	56	57	16516.00037
86	57	58	3974.000168
87	58	59	3974.000168
88	59	60	18967.99927
121	32	29	18967.99927
115	37	51	8580.999756
91	38	52	5890.000153
92	39	53	9290.000153
93	40	54	9290.000153
94	41	55	12323.00034
95	42	56	9290.000153
96	43	57	9290.000153
97	44	58	3974.000168
98	45	59	8580.999756
99	46	60	3974.000168
100	47	34	13613.00049
101	34	49	3974.000168
102	49	36	3974.000168
103	36	51	12323.00034
104	51	38	6644.999695
105	38	53	18783.99963
106	53	40	9290.000153
107	40	55	30129.99878
108	55	42	33419.00024
109	42	57	14967.99927
110	57	44	22774.00055
111	44	59	12902.99988
112	59	46	14967.99927
119	32	46	6644.999695
