1	218	219	1097.000027
2	220	221	690.0000095
3	220	222	690.0000095
4	220	223	690.0000095
5	224	225	1097.000027
6	226	227	955.0000191
7	101	102	690.0000095
8	102	103	690.0000095
9	103	104	690.0000095
10	104	105	690.0000095
11	105	106	690.0000095
358	155	108	690.0000095
357	106	155	690.0000095
14	108	19	690.0000095
15	19	109	690.0000095
16	109	110	690.0000095
17	110	111	690.0000095
18	111	112	690.0000095
19	229	230	1097.000027
20	231	232	1097.000027
21	233	234	1097.000027
22	235	236	1097.000027
23	235	230	1097.000027
24	229	233	1097.000027
25	234	218	1097.000027
26	219	231	1097.000027
27	232	224	1097.000027
28	225	227	1097.000027
29	222	230	690.0000095
30	236	222	955.0000191
31	230	221	690.0000095
32	221	233	690.0000095
33	221	218	690.0000095
34	218	223	690.0000095
35	223	231	690.0000095
36	226	224	690.0000095
37	224	223	690.0000095
38	220	226	690.0000095
39	237	238	1439.000034
40	238	239	1439.000034
41	239	112	2045.000076
42	240	241	1439.000034
43	241	242	1439.000034
44	242	111	2045.000076
45	243	244	1439.000034
46	244	245	1439.000034
47	245	110	2045.000076
48	246	247	1439.000034
49	247	248	1439.000034
50	248	109	2045.000076
51	249	250	1439.000034
52	250	251	1439.000034
53	251	19	2045.000076
54	252	253	1439.000034
55	253	254	1439.000034
56	254	108	2045.000076
57	229	255	1097.000027
58	255	256	1439.000034
59	256	257	1439.000034
60	257	103	2045.000076
61	258	259	1439.000034
62	259	260	1439.000034
63	260	104	2045.000076
64	234	261	1097.000027
65	261	262	1439.000034
66	262	263	1439.000034
67	263	105	2045.000076
68	264	265	1439.000034
69	265	266	1439.000034
70	266	106	2045.000076
71	219	267	1097.000027
72	267	268	1439.000034
73	268	269	1439.000034
74	269	155	2045.000076
75	270	271	1439.000034
76	271	272	1439.000034
77	272	101	2045.000076
78	273	274	1439.000034
79	274	275	1439.000034
80	275	102	2045.000076
81	249	232	1097.000027
82	243	225	1097.000027
83	101	275	1439.000034
84	275	256	1439.000034
85	256	258	1097.000027
86	272	274	1439.000034
87	274	255	1097.000027
88	271	273	1097.000027
89	102	257	1439.000034
90	257	259	1439.000034
91	259	261	1097.000027
92	103	260	1439.000034
93	260	262	1439.000034
94	262	264	1097.000027
95	104	263	1439.000034
96	263	265	1439.000034
97	265	267	1097.000027
98	105	266	1439.000034
99	266	268	1439.000034
100	268	252	1097.000027
101	106	269	1439.000034
102	269	253	1439.000034
103	253	249	1097.000027
104	155	254	1439.000034
105	254	250	1439.000034
106	250	246	1097.000027
107	108	251	1439.000034
108	251	247	1439.000034
109	247	243	1097.000027
110	19	248	1439.000034
111	248	244	1439.000034
112	244	240	1097.000027
113	109	245	1439.000034
114	245	241	1439.000034
115	241	237	1097.000027
116	110	242	1439.000034
117	242	238	1439.000034
118	111	239	1439.000034
119	276	237	1097.000027
120	276	240	1097.000027
121	240	225	1097.000027
